Kaggle Task name,TASK_id,Document id_,Search,Output,Distance,
"What is known about transmission, incubation, and environmental stability?",Task1_environmental_stability,ab394df8160904be82c09bfacf72f690a8004a0c,"Physical science of the coronavirus (e.g., charge distribution, adhesion 
to hydrophilic/phobic surfaces,environmental survival to inform decontamination efforts for affected areas and provide information about viral shedding).
Natural history of the virus and shedding of it from an infected person
Tools and studies to monitor phenotypic change and potential adaptation of the virus
Immune response and immunity
Air, Surface Environmental, and Personal Protective Equipment Contamination by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)
From a Symptomatic Patient Coronaviruses have been implicated in nosocomial outbreaks1
with environmental contamination as a route of transmission.2
Similarly, nosocomial transmission of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has been
reported.3 However, the mode of transmission and extent of
environmental contamination are unknown.
A novel human coronavirus that is now named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (formerly called HCoV-19) emerged in Wuhan, China, in late 2019 and is now causing a pandemic.1 We analyzed the aerosol and surface stability of SARS-CoV-2 and compared it with SARS-CoV-1, the most closely related human coronavirus.2

We evaluated the stability of SARS-CoV-2 and SARS-CoV-1 in aerosols and on various surfaces and estimated their decay rates using a Bayesian regression model (see the Methods section in the Supplementary Appendix, available with the full text of this letter at NEJM.org). SARS-CoV-2 nCoV-WA1-2020 (MN985325.1) and SARS-CoV-1 Tor2 (AY274119.3) were the strains used. Aerosols (<5 ?m) containing SARS-CoV-2 (105.25 50% tissue-culture infectious dose [TCID50] per milliliter) or SARS-CoV-1 (106.75-7.00 TCID50 per milliliter) were generated with the use of a three-jet Collison nebulizer and fed into a Goldberg drum to create an aerosolized environment. The inoculum resulted in cycle-threshold values between 20 and 22, similar to those observed in samples obtained from the upper and lower respiratory tract in humans.
","'In February 2003 The World Health Organization (WHO) announced that a new pathogen -a member of the coronavirus (CoV) family -is the cause of severe acute respiratory syndrome (SARS), a mysterious atypical pneumonia that emerged in China\'s Guangdong province three months earlier. Over the next weeks, the illness spread to more than two dozen countries in Asia, North America, South America, and Europe, resulting in over 8000 individuals becoming infected; 774 of which died. Currently, significant efforts in the area of SARS vaccine research are being made. Several neutralizing antibodies have been isolated and reported to prevent viral infection, mainly, via blocking the association between the viral spike protein and its cellular receptor, angiotensin convertingenzyme 2 (ACE-2). Here we report the first steps toward identifying a major neutralizing epitope of SARS-CoV, using an original reverse immunological approach. According to this approach, a neutralizing monoclonal antibody (mAb) serves as a template for the ultimate production of an epitope-based vaccine. In order to accomplish this task one must backtrack from the antibody of interest to its corresponding neutralizing epitope. Once identified, the epitope can be reconstituted and used to elicit antibodies with neutralizing activity characteristic of the original mAb. 80R [1] , is a highly potent neutralizing human anti-SARS mAb directed against the viral spike protein and has been used to affinity select panels of mAb specific peptides from phage displayed random peptide libraries. ""Mapitope"" [2] , a unique computer algorithm, uses these peptides as input and has enabled us to map the 80R epitope on the spike protein. In general, Map-itope prediction of an epitope is based on the notion that the panel of affinity selected peptides collectively represents the epitope of the mAb which they bind. More specifically, pairs of amino acids enriched in the peptide panels are taken to effectively represent surface accessible discontinuous pairs of residues of the epitope, juxtaposed in the antigen via protein folding. Two independent peptide-panels were analyzed against the crystalline structure of the receptor binding domain (RBD) of the SARS-CoV spike protein by Mapitope [3] . Three clusters (A, B and C) were predicted as potential epitopes. Cluster A ranked the highest, and is currently being considered for reconstitution and epitope based vaccine production.'",,
"What is known about transmission, incubation, and environmental stability?",Task1_environmental_stability,15edc032af91b8816dba3ea640dcb5a92b74f7c6,"Physical science of the coronavirus (e.g., charge distribution, adhesion 
to hydrophilic/phobic surfaces,environmental survival to inform decontamination efforts for affected areas and provide information about viral shedding).
Natural history of the virus and shedding of it from an infected person
Tools and studies to monitor phenotypic change and potential adaptation of the virus
Immune response and immunity
Air, Surface Environmental, and Personal Protective Equipment Contamination by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)
From a Symptomatic Patient Coronaviruses have been implicated in nosocomial outbreaks1
with environmental contamination as a route of transmission.2
Similarly, nosocomial transmission of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has been
reported.3 However, the mode of transmission and extent of
environmental contamination are unknown.
A novel human coronavirus that is now named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (formerly called HCoV-19) emerged in Wuhan, China, in late 2019 and is now causing a pandemic.1 We analyzed the aerosol and surface stability of SARS-CoV-2 and compared it with SARS-CoV-1, the most closely related human coronavirus.2

We evaluated the stability of SARS-CoV-2 and SARS-CoV-1 in aerosols and on various surfaces and estimated their decay rates using a Bayesian regression model (see the Methods section in the Supplementary Appendix, available with the full text of this letter at NEJM.org). SARS-CoV-2 nCoV-WA1-2020 (MN985325.1) and SARS-CoV-1 Tor2 (AY274119.3) were the strains used. Aerosols (<5 ?m) containing SARS-CoV-2 (105.25 50% tissue-culture infectious dose [TCID50] per milliliter) or SARS-CoV-1 (106.75-7.00 TCID50 per milliliter) were generated with the use of a three-jet Collison nebulizer and fed into a Goldberg drum to create an aerosolized environment. The inoculum resulted in cycle-threshold values between 20 and 22, similar to those observed in samples obtained from the upper and lower respiratory tract in humans.
","'The Severe acute respiratory syndrome coronavirus (SARS-CoV) has also developed a strategy to overcome host innate immune defenses. The viral gene products derived from ORF3b, ORF6 and N protein were able to disrupt IFN-? production through inhibition of IRF3 [149] . Similarly, blocking IRF3 activation allows the nucleoprotein of the Lymphocytic choriomeningitis virus (arenavirus) to antagonize the type I IFN response [150] . Another report showed that the sumoylation of IRF3 and IRF7 upon VSV infection leads to negative regulation of Type I IFN production [151] . Induction of type I IFNs can also be inhibited through the targeting of TLRs by some viruses. For instance, the NS3-4A protein of the HCV antagonizes the TLR3 pathway through the cleavage of the TLR-3 adaptor protein TRIF in the endosomal compartment [152] . Another interesting example is provided by the Vaccinia virus (VACV). It encodes two proteins, A46 and A52 that independently target distinct components of the TLR pathway and antagonize host innate antiviral responses. A46 interacts with the adaptor molecules MyD88, TRIF, and TRAM through its homotypic TIR domain and thereby interferes with the TLR-mediated pathways leading to IRF3 activation and type I IFN production [153] . A52 interrupts signal transmission leading to activation of NF-B by interacting with IRAK2 and TRAF6 [154] . Notably, infection of mice with a VACV lacking the A46R or A52R gene resulted in an attenuated phenotype, demonstrating their association with VACV virulence [153, 154] . Furthermore, it has recently been demonstrated that the VACV virulence factor B14 disables pro-inflammatory responses by interacting with IKK?, thereby inhibiting NF-B activation [155] (Table 1) .'",,
"What do we know about virus genetics, origin, and evolution?",Task3_Genetics,b3c6008294a172e0609ee1467e87ec64ad242985,"'' Real-time tracking of whole genomes and a mechanism for coordinating the rapid dissemination of that information to inform the development of diagnostics and therapeutics and to track variations of the virus over time. 
Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged. 
Evidence that livestock could be infected (e.g., field surveillance, genetic sequencing, receptor binding) and serve as a reservoir after the epidemic appears to be over.  time-series directional changes in long oligonucleotide occurrences for a large number of influenza A genomes.
combining travel surveillance with genomic epidemiology, we were able to reconstruct infectious disease outbreaks.whole genome sequencing (WGS) of emerging viruses enables the informed development and design of molecular diagnostic methods, and tracing patterns of spread across multiple epidemiological scales (i.e. genomic epidemiology). 
SARS-CoV-2 activity. 
'''","Countermeasure development. Advancements in our capabilities to sequence viral genomes are changing the way we counteract global pandemics and acts of bioterrorism. There are two important aspects of countermeasure development that can benefit strongly from the availability of genome sequences and HT sequencing data: the detection of the infectious agent and the treatment of the disease caused by the agent. Taxonomic classification and detection through DNA/RNA-based inclusivity assays (i.e., using techniques such as PCR to detect the presence of a pathogen) can be designed using fragmented and incomplete genomes (e.g., SD and HQ sequences). Fully resolved ORFs (CC) further enable the development of immunological assays, such as enzyme-linked immunosorbent assays (ELISA) and immunofluorescence assays (IFA), for protein-based detection, and obtaining a complete genome opens the door to a plethora of additional downstream applications, including the design of exclusivity tests, the establishment of reverse genetics systems, and the design of robust forensics protocols. However, for effective development and testing of animal models, therapeutics, vaccines, and prophylactics, it is necessary to obtain a complete picture of the variability present within both the challenge stock and postinfection populations, thereby necessitating finished genomes. In these medical applications, it is also important to demonstrate the absence of adventitious agents.",0.4570853,
"What do we know about virus genetics, origin, and evolution?",Task3_Genetics,77c7990d60d1428576082a3ac7d20ef3452bf0d1,"'' Real-time tracking of whole genomes and a mechanism for coordinating the rapid dissemination of that information to inform the development of diagnostics and therapeutics and to track variations of the virus over time. 
Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged. 
Evidence that livestock could be infected (e.g., field surveillance, genetic sequencing, receptor binding) and serve as a reservoir after the epidemic appears to be over.  time-series directional changes in long oligonucleotide occurrences for a large number of influenza A genomes.
combining travel surveillance with genomic epidemiology, we were able to reconstruct infectious disease outbreaks.whole genome sequencing (WGS) of emerging viruses enables the informed development and design of molecular diagnostic methods, and tracing patterns of spread across multiple epidemiological scales (i.e. genomic epidemiology). 
SARS-CoV-2 activity. 
'''","Till date the genome sequence of many virus species and their hosts is known and a range of novel tools has become available to study virus-host interactions at the molecular level. The advent of genomics tools provides us with an unprecedented view on the 'host-side' of this interaction. Together with advances in high-throughput technology, bioinformatics, and statistics this progress allows us to assess gene expression controlling the host response to viral infections in a genome wide fashion. With the latest generations of microarrays this can be achieved at the mRNA level with one single microarray. Microarray technology also extends to genotyping of the host (SNP analysis), and diagnostics by the identification of imprints in the host transcriptome characteristic for certain clinical conditions. In addition recent progress in the field of proteomics allows for the measurement of the expression levels of hundreds of proteins in a single biological sample, for example by mass spectrometry. Consequently, the 'genomics revolution' offers high-through-put tools to study the complex virus-host interaction with changing expression levels of many genes and gene pathways as a direct function of viral and host genome properties. The challenge is to translate and digest this avalanche of information into palatable knowledge.",0.46903867,
"What do we know about virus genetics, origin, and evolution?",Task3_Genetics,99d730ff4e80cd42f0304b9d80d7d0df0689888d,"'' Real-time tracking of whole genomes and a mechanism for coordinating the rapid dissemination of that information to inform the development of diagnostics and therapeutics and to track variations of the virus over time. 
Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged. 
Evidence that livestock could be infected (e.g., field surveillance, genetic sequencing, receptor binding) and serve as a reservoir after the epidemic appears to be over.  time-series directional changes in long oligonucleotide occurrences for a large number of influenza A genomes.
combining travel surveillance with genomic epidemiology, we were able to reconstruct infectious disease outbreaks.whole genome sequencing (WGS) of emerging viruses enables the informed development and design of molecular diagnostic methods, and tracing patterns of spread across multiple epidemiological scales (i.e. genomic epidemiology). 
SARS-CoV-2 activity. 
'''","Genomic and epidemiological monitoring have become an integral part of our response to emerging and ongoing epidemics of viral infectious diseases. Advances in high-throughput sequencing, including portable genomic sequencing at reduced costs and turnaround time, are paralleled by continuing developments in methodology to infer evolutionary histories (dynamics/patterns) and to identify factors driving viral spread in space and time. The traditionally static nature of visualizing phylogenetic trees that represent these evolutionary relationships/processes has also evolved, albeit perhaps at a slower rate. Advanced visualization tools with increased resolution assist in drawing conclusions from phylogenetic estimates and may even have potential to better inform public health and treatment decisions, but the design (and choice of what analyses are shown) is hindered by the complexity of information embedded within current phylogenetic models and the integration of available meta-data. In this review, we discuss visualization challenges for the interpretation and exploration of reconstructed histories of viral epidemics that arose from increasing volumes of sequence data and the wealth of additional data layers that can be integrated. We focus on solutions that address joint temporal and spatial visualization but also consider what the future may bring in terms of visualization and how this may become of value for the coming era of real-time digital pathogen surveillance, where actionable results and adequate intervention strategies need to be obtained within days.",0.47112238,
"What do we know about virus genetics, origin, and evolution?",Task3_Genetics,f5ae3f66face323615df39d838e056ab5fcc98df,"'' Real-time tracking of whole genomes and a mechanism for coordinating the rapid dissemination of that information to inform the development of diagnostics and therapeutics and to track variations of the virus over time. 
Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged. 
Evidence that livestock could be infected (e.g., field surveillance, genetic sequencing, receptor binding) and serve as a reservoir after the epidemic appears to be over.  time-series directional changes in long oligonucleotide occurrences for a large number of influenza A genomes.
combining travel surveillance with genomic epidemiology, we were able to reconstruct infectious disease outbreaks.whole genome sequencing (WGS) of emerging viruses enables the informed development and design of molecular diagnostic methods, and tracing patterns of spread across multiple epidemiological scales (i.e. genomic epidemiology). 
SARS-CoV-2 activity. 
'''","Genome sequences provide valuable resources for characterizing viral evolution and disease epidemiology, and for identifying transmission events and outbreaks, which is not always possible with sub-genomic fragments [11] [12] [13] . The increased number of phylogenetically informative variant sites obtained from full genomes may allow better linking of cases and aid public health interventions in real time during epidemics [14, 15] . PCR approaches for targeted whole genome sequencing, in contrast to random amplification, can preferentially amplify the target virus over host or environmental nucleic acids [16, 17] potentially focusing sequencing on the virus of interest. To date, the largest dataset of HMPV whole genomes (n = 61) sequenced from any tropical country is from three Peruvian cities, Lima, Piura and Iquitos [18] . In Africa, apart from one metapneumovirus genome identified from a wild mountain gorilla in Rwanda (GenBank accession number HM197719), there are no HMPV genomes reported according to the NIAID Virus Pathogen Database and Analysis Resource (ViPR, http://www.viprbrc. org/, accessed April 30, 2019). This has led to limited understanding of the genetic and genomic diversity of HMPV in the continent.",0.4719203,
"What do we know about virus genetics, origin, and evolution?",Task3_origin,d40e933624cc2b3006d8998924d79e103cf06fe0,"Animal host(s) and any evidence of continued spill-over to humans 
Evidence of whether farmers are infected, and whether farmers could have played a role in the origin. 
Surveillance of mixed wildlife- livestock farms for SARS-CoV-2 and other coronaviruses in Southeast Asia.
threatens the ecosystems across Southeast Asia, which also increases the potential exposure to emerging pathogens
poultry should be examined as potential hosts for infection and amplification of SARS-CoV to determine any potential role they may have played during the emergence of human infections in southern China.
the role of livestock as intermediate and amplifying hosts between wild animals and humans has been clearly demonstrated in several outbreaks, 
the growth of commercial pig farms with fruit trees on the farm has created an environment where bats could drop partially eaten fruits contaminated with Nipah virus into pig stalls ","We have shown that human SARS-CoV can infect domesticated mammals, in particular, the pig. The direct source of SARS-CoV transmission to the identified infected pigs was most likely virus-contaminated animal feed because the farm where the infected pig was identified is rather remote, >1 km from the nearest village. The only person routinely in close contact with the animals is the swineherd, whose serum samples were negative for SARS-CoV on all tests. Swineherds in rural areas often obtain leftovers from restaurants in the cities for use as hogwash (without thoroughly fermenting it). Thus, even if no direct evidence for human-to-swine SARS-CoV transmission exists, a strong warning should be issued to prevent such a practice, or regulatory procedures should be instituted to block this route of disease propagation (15) . Whether or not other domesticated (such as dogs and cats) and wild animals that are common in and around human settlements can easily contract and pass on SARS-CoV remains to be seen in future studies. Intensive surveillance and investigations on animals, especially during and after an outbreak of SARS, will lead to a better understanding and ability to control this disease's natural animal reservoirs and to prevent interspecies transmission events. This study was supported by grants from Chinese Academy of Sciences and Tianjin Institute of Animal Husbandry and Veterinary Science",0.42977417,
"What do we know about virus genetics, origin, and evolution?",Task3_origin,8ab9e9b90aa057cdd59acac5cce30ec1a6784e71,"Animal host(s) and any evidence of continued spill-over to humans 
Evidence of whether farmers are infected, and whether farmers could have played a role in the origin. 
Surveillance of mixed wildlife- livestock farms for SARS-CoV-2 and other coronaviruses in Southeast Asia.
threatens the ecosystems across Southeast Asia, which also increases the potential exposure to emerging pathogens
poultry should be examined as potential hosts for infection and amplification of SARS-CoV to determine any potential role they may have played during the emergence of human infections in southern China.
the role of livestock as intermediate and amplifying hosts between wild animals and humans has been clearly demonstrated in several outbreaks, 
the growth of commercial pig farms with fruit trees on the farm has created an environment where bats could drop partially eaten fruits contaminated with Nipah virus into pig stalls ","In the present study, we determined that 9.4% of non-case farms harbored growing-finishing pigs that were positive for antibodies against PEDV. Our finding suggests that there might be PEDV infected animals in non-case farms. This means that some of the non-case farms might be not susceptible farms. Discriminating between infected and susceptible farms is critical for implementing control measures that prevent cross-contamination between farms. It was reported that trucks in which pigs had been doi: 10.1292/jvms.18-0132 transported were contaminated with PEDV [7] and that transport vehicles are a risk factor associated with the spread of PEDV [13] . Therefore, it is important to detect subclinical infected animals in non-case farms. Our findings show a significant difference between not only infectious status (case/non-case farms), but also production type (FF/WF). On farms where there is frequent or continuous farrowing, the virus is maintained in successive generations of susceptible piglets. Thus, FF farms are more likely to have PEDV-positive animals than WF farms.",0.4305578,
"What do we know about virus genetics, origin, and evolution?",Task3_origin,d4766bca29ba8c705eed4b4a721476ccf300fa21,"Animal host(s) and any evidence of continued spill-over to humans 
Evidence of whether farmers are infected, and whether farmers could have played a role in the origin. 
Surveillance of mixed wildlife- livestock farms for SARS-CoV-2 and other coronaviruses in Southeast Asia.
threatens the ecosystems across Southeast Asia, which also increases the potential exposure to emerging pathogens
poultry should be examined as potential hosts for infection and amplification of SARS-CoV to determine any potential role they may have played during the emergence of human infections in southern China.
the role of livestock as intermediate and amplifying hosts between wild animals and humans has been clearly demonstrated in several outbreaks, 
the growth of commercial pig farms with fruit trees on the farm has created an environment where bats could drop partially eaten fruits contaminated with Nipah virus into pig stalls ","Experiments involving animals and viruses were performed in accordance with the Federation of Animal Science Societies Guide for the Care and Use of Agricultural Animals in Research and Teaching, the USDA Animal Welfare Act and Animal Welfare Regulations, and were approved by the Kansas State University and University of Missouri institutional animal care and institutional biosafety committees. During the challenge, all infected WT and ANPEP-modified pigs were housed together in a single room in the large animal resource center. Genotypes were blinded to the researchers at Kansas State University until after the trial. Therefore, all ANPEP-edited pigs received continuous exposure to viruses shed by the infected WT littermates. For infection, pigs received an initial dose of PEDV prepared from a PCR-positive intestinal tissue homogenate from experimentally infected pigs (Niederwerder et al. 2016) . Four days later, the pigs were infected a second time with a tissue culture-derived isolate, PEDV KS13-09, which was orally administered as a single 10 mL dose containing 10 6 TCID 50 of virus. For TGEV, pigs received the same amount of virus administered orally. Two inoculations were performed to ensure that a productive infection would result.",0.43773055,
"What do we know about virus genetics, origin, and evolution?",Task3_origin,a8a9aa42224ef1fe08733dda2169f2e18ce6e92d,"Animal host(s) and any evidence of continued spill-over to humans 
Evidence of whether farmers are infected, and whether farmers could have played a role in the origin. 
Surveillance of mixed wildlife- livestock farms for SARS-CoV-2 and other coronaviruses in Southeast Asia.
threatens the ecosystems across Southeast Asia, which also increases the potential exposure to emerging pathogens
poultry should be examined as potential hosts for infection and amplification of SARS-CoV to determine any potential role they may have played during the emergence of human infections in southern China.
the role of livestock as intermediate and amplifying hosts between wild animals and humans has been clearly demonstrated in several outbreaks, 
the growth of commercial pig farms with fruit trees on the farm has created an environment where bats could drop partially eaten fruits contaminated with Nipah virus into pig stalls ","The larger the impact of animal diseases on agricultural production, the more evident the need to prevent the entry of pathogens into a country, and to ensure the preparedness of veterinary services and other stakeholders for timely detection and control. Transboundary animal diseases (TADs) are defined as those that are of significant economic, trade and/or food security importance for a considerable number of countries, which can easily spread to other countries and reach epidemic proportions, and where control/management, including exclusion, requires cooperation between several countries [38] . There is a long history of pig TADs entering new territories, in some cases through legal trade. One of the first documented examples dates back to 1887, when CSF was carried in a shipment of boars from England to Sweden [14] .",0.47102177,
"What do we know about virus genetics, origin, and evolution?",Task3_evolution,403d1861771bf1e5e3625b0f86247d7134c3873d,"Socioeconomic and behavioral risk factors for this spill-over
Sustainable risk reduction strategies
Experimental infections to test host range for this pathogen socio-demographic factors and perceptions and practices relating to the following WHO-defined categories of NPIs: measures to reduce risk that cases transmit infection, measures to reduce risk that contacts transmit infection, measures to increase social distance, disinfection measures, and border measures understand the infection dynamics and antibody response over time, comparative sensitivity of sample types, and efficacy of commercial disinfectants. This information would provide foundational knowledge required to prevent and control disease.","The subset of data presented in this paper contains information on socio-demographic factors and perceptions and practices relating to the following WHO-defined categories of NPIs: measures to reduce risk that cases transmit infection, measures to reduce risk that contacts transmit infection, measures to increase social distance, disinfection measures, and border measures [15] .",0.46024263,
"What do we know about virus genetics, origin, and evolution?",Task3_evolution,24f3fb94ffa06167fa87ba73f357916cc88359b0,"Socioeconomic and behavioral risk factors for this spill-over
Sustainable risk reduction strategies
Experimental infections to test host range for this pathogen socio-demographic factors and perceptions and practices relating to the following WHO-defined categories of NPIs: measures to reduce risk that cases transmit infection, measures to reduce risk that contacts transmit infection, measures to increase social distance, disinfection measures, and border measures understand the infection dynamics and antibody response over time, comparative sensitivity of sample types, and efficacy of commercial disinfectants. This information would provide foundational knowledge required to prevent and control disease.","Identification of risk factors associated with PoAstV3-associated neurologic disease requires additional investigation but could include exposure dose, genetic determinants, intestinal microbiota and/or immune suppression as a result of co-infections, co-morbidities, and stress. Further studies are also needed to understand the infection dynamics and antibody response over time, comparative sensitivity of sample types, and efficacy of commercial disinfectants. This information would provide foundational knowledge required to prevent and control disease.",0.717229,
"What do we know about virus genetics, origin, and evolution?",Task3_evolution,f7eac9466807a50cfa24455c4a8b79bbf8c3510a,"Socioeconomic and behavioral risk factors for this spill-over
Sustainable risk reduction strategies
Experimental infections to test host range for this pathogen socio-demographic factors and perceptions and practices relating to the following WHO-defined categories of NPIs: measures to reduce risk that cases transmit infection, measures to reduce risk that contacts transmit infection, measures to increase social distance, disinfection measures, and border measures understand the infection dynamics and antibody response over time, comparative sensitivity of sample types, and efficacy of commercial disinfectants. This information would provide foundational knowledge required to prevent and control disease.","In such settings, good hygiene and standard infection control precautions in health facilities are needed to reduce the potential for nosocomial transmission and amplifi cation of disease. Correct guidance must be given on the rationale for infection control and use of PPE and isolation according to an assessment potential exposure and risk for infection. This guidance must be supported by ensuring a sustained supply of PPE, soap, disinfectants, sterilizing material, and single-use injection supplies so that shortages do not occur and force breaches in infection control.",0.78410417,
"What do we know about virus genetics, origin, and evolution?",Task3_evolution,af266fac8970a7960e96630a67d91bec5dda0335,"Socioeconomic and behavioral risk factors for this spill-over
Sustainable risk reduction strategies
Experimental infections to test host range for this pathogen socio-demographic factors and perceptions and practices relating to the following WHO-defined categories of NPIs: measures to reduce risk that cases transmit infection, measures to reduce risk that contacts transmit infection, measures to increase social distance, disinfection measures, and border measures understand the infection dynamics and antibody response over time, comparative sensitivity of sample types, and efficacy of commercial disinfectants. This information would provide foundational knowledge required to prevent and control disease.","Infection control for the COVID-19 epidemic relies on case-based measures such as finding cases and tracing contacts. A variable that determines how effective these case-based measures are is the proportion of pre-symptomatic transmission. Our estimates of this proportion are high, ranging from 0.48 to 0.77. This implies that the effectiveness of case finding and contact tracing in preventing COVID-19 infections will be considerably smaller compared to the effectiveness in preventing SARS or MERS infections, where presymptomatic transmission did not play an important role (see e.g. [15] ). It is unlikely that these measures alone will suffice to control the COVID-19 epidemic. Additional measures, such as social distancing, are required. ",0.8244796,
What do we know about vaccines and therapeutics?,Task4_vaccines,d6ea115f3fa7ea76715b04ee4a3f3a55add45397,"Methods evaluating potential complication of Antibody-Dependent Enhancement (ADE) in vaccine recipients. 
Exploration of use of best animal models and their predictive value for a human vaccine. 
Efforts targeted at a universal coronavirus vaccine. 
Efforts to develop animal models and standardize challenge studies 
Approaches to evaluate risk for enhanced disease after vaccination Whereas the production of effective and safe vaccines for animal coronavirus previously reported has not been satisfactory (Cavanagh, 2003; Enjuanes et al., 1995; Saif, 2004) , the production of inactivated, subunit, or vaccines based on DNA, recombinant vectors, or by reverse genetics using SARS-CoV genomes seem more promising.
Assays to evaluate vaccine immune response and process development for vaccines, alongside suitable animal models  
Clinical and bench trials to investigate less common viral inhibitors against COVID-19 such as naproxen, clarithromycin, and minocyclinethat that may exert effects on viral replication. generating an attenuated strain of CHIKV by large-scale re-encoding represents a potentially important route to vaccine development, because this method does not modify amino acid sequences and therefore potentially alleviates the likelihood of novel phenotypic properties, and also provides the advantages of all the live attenuated vaccines, including reduced costs and single dose induction of long-term immunity.","Given the significant threat that picornaviruses pose to humans and animals, resulting in enormous economic damage to the livestock industry, development of picornavirus vaccines is of great significance. Although inactivated virus vaccines can offer effective prevention, there are associated residual risk issues, including incomplete virus inactivation and escape during the vaccine production process [82] [83] [84] . Therefore, genetically engineered vaccines are considered more suitable options to overcome these shortcomings of inactivated viral vaccines. The EV VP1 protein is located outside the viral membrane and is thus exposed to the greatest amount of immune stress. Accordingly, VP1 shows an extreme serological variability, thus providing the most reliable molecular epidemiological information. Consequently, the VP1 region of EV71 has become a focus of vaccine research for picornavirus infections [84] . However, DNA constructs containing the VP1 gene of EV71 showed low levels of antigenicity. Therefore, there is still a need to develop an effective adjuvant strategy to increase the antigenicity. One possibility in this regard is the use of recombinant vaccines incorporating the 2B gene to enhance the efficacy of vaccines.",0.30516383,
What do we know about vaccines and therapeutics?,Task4_vaccines,b41638f869301e2af9eef7913301d55516fcf4ce,"Methods evaluating potential complication of Antibody-Dependent Enhancement (ADE) in vaccine recipients. 
Exploration of use of best animal models and their predictive value for a human vaccine. 
Efforts targeted at a universal coronavirus vaccine. 
Efforts to develop animal models and standardize challenge studies 
Approaches to evaluate risk for enhanced disease after vaccination Whereas the production of effective and safe vaccines for animal coronavirus previously reported has not been satisfactory (Cavanagh, 2003; Enjuanes et al., 1995; Saif, 2004) , the production of inactivated, subunit, or vaccines based on DNA, recombinant vectors, or by reverse genetics using SARS-CoV genomes seem more promising.
Assays to evaluate vaccine immune response and process development for vaccines, alongside suitable animal models  
Clinical and bench trials to investigate less common viral inhibitors against COVID-19 such as naproxen, clarithromycin, and minocyclinethat that may exert effects on viral replication. generating an attenuated strain of CHIKV by large-scale re-encoding represents a potentially important route to vaccine development, because this method does not modify amino acid sequences and therefore potentially alleviates the likelihood of novel phenotypic properties, and also provides the advantages of all the live attenuated vaccines, including reduced costs and single dose induction of long-term immunity.","Developing procedures for most animal vaccines still relies on a classical strategy with live pathogens that possess a strong immunogenicity either with high virulence or without virulence. However, over the decade there has been great acceleration in the advancement of modern molecular techniques and the compilation of genomic data of many pathogens. Such advances provide a great opportunity to create desirable vaccine strains which are less dangerous but more effectively immunogenic than those of vaccines achieved by classical methods. It is well established that the immune system has several effector mechanisms to cope with various pathogens, which would be dependent on their lifecycle and the microenvironment of the infected host. Since killed vaccines are still mainly used for livestock, it is absolutely necessary to develop novel adjuvants in order to enhance satisfactory immunity for such vaccines. Potent adjuvants should be able to effectively elicit cellular immunity in animals that are vaccinated with less immunogenic vaccines including killed or subunit vaccines. The other way to resolve this issue would be to develop a new delivery system, such as plasmid DNA, liposome, microparticles, and live viral or bacterial vectors, which can introduce vaccine antigens into intracellular compartments. Another notable advancement in immunology is the increased recognition on the major roles of innate immunity in vaccine adjuvant functions, which is often ignored despite their significant influence on vaccine developments. Recently discovered innate immunity receptors are screened as new adjuvant materials having activities, and they are used for inducing or enhancing vaccine reactions. Currently many types of adjuvants are in use for animal vaccines.",0.34041327,
